Number_PDB_Entry,Name,Small_Fragment_Entry,PDB_ID
902,Carbonic anhydrase 2,0,12ca 1a42 1am6 1avn 1bcd 1bic 1bn1 1bn3 1bn4 1bnm 1bnn 1bnq 1bnt 1bnu 1bnv 1bnw 1bv3 1ca2 1ca3 1cah 1cai 1caj 1cak 1cal 1cam 1can 1cao 1cay 1caz 1ccs 1cct 1ccu 1cil 1cim 1cin 1cnb 1cnc 1cng 1cnh 1cni 1cnj 1cnk 1cnw 1cnx 1cny 1cra 1cva 1cvb 1cvc 1cvd 1cve 1cvf 1cvh 1dca 1dcb 1eou 1f2w 1fql 1fqm 1fqn 1fqr 1fr4 1fr7 1fsn 1fsq 1fsr 1g0e 1g0f 1g1d 1g3z 1g45 1g46 1g48 1g4j 1g4o 1g52 1g53 1g54 1h4n 1h9n 1h9q 1hca 1hea 1heb 1hec 1hed 1hva 1i8z 1i90 1i91 1i9l 1i9m 1i9n 1i9o 1i9p 1i9q 1if4 1if5 1if6 1if7 1if8 1if9 1kwq 1kwr 1lg5 1lg6 1lgd 1lug 1lzv 1moo 1mua 1okl 1okm 1okn 1oq5 1ray 1raz 1rza 1rzb 1rzc 1rzd 1rze 1t9n 1tb0 1tbt 1te3 1teq 1teu 1tg3 1tg9 1th9 1thk 1ttm 1uga 1ugb 1ugc 1ugd 1uge 1ugf 1ugg 1xeg 1xev 1xpz 1xq0 1yda 1ydb 1ydc 1ydd 1yo0 1yo1 1yo2 1z9y 1ze8 1zfk 1zfq 1zge 1zgf 1zh9 1zsa 1zsb 1zsc 2abe 2aw1 2ax2 2ca2 2cba 2cbb 2cbc 2cbd 2cbe 2eu2 2eu3 2ez7 2f14 2fmg 2fmz 2fnk 2fnm 2fnn 2foq 2fos 2fou 2fov 2gd8 2geh 2h15 2h4n 2hd6 2hkk 2hl4 2hnc 2hoc 2ili 2nng 2nno 2nns 2nnv 2nwo 2nwp 2nwy 2nwz 2nxr 2nxs 2nxt 2o4z 2osf 2osm 2pou 2pov 2pow 2q1b 2q1q 2q38 2qo8 2qoa 2qp6 2vva 2vvb 2wd2 2wd3 2weg 2weh 2wej 2weo 2x7s 2x7t 2x7u 3b4f 3bet 3bl0 3bl1 3c7p 3ca2 3caj 3cyu 3d8w 3d92 3d93 3d9z 3daz 3dbu 3dc3 3dc9 3dcc 3dcs 3dcw 3dd0 3dd8 3dv7 3dvb 3dvc 3dvd 3efi 3eft 3f4x 3f8e 3ffp 3gz0 3hfp 3hkn 3hkq 3hkt 3hku 3hlj 3hs4 3ibi 3ibl 3ibn 3ibu 3ieo 3igp 3k2f 3k34 3k7k 3kig 3kkx 3kne 3koi 3kok 3kon 3ks3 3kwa 3l14 3m04 3m14 3m1j 3m1k 3m1q 3m1w 3m2n 3m2x 3m2y 3m2z 3m3x 3m40 3m5e 3m5s 3m5t 3m67 3m96 3m98 3mhc 3mhi 3mhl 3mhm 3mho 3ml2 3mmf 3mna 3mnh 3mni 3mnj 3mnk 3mnu 3mwo 3myq 3mzc 3n0n 3n2p 3n3j 3n4b 3nb5 3ni5 3nj9 3oik 3oil 3oim 3oku 3okv 3oy0 3oyq 3oys 3p3h 3p3j 3p44 3p4v 3p55 3p58 3p5a 3p5l 3pjj 3po6 3pyk 3qyk 3r16 3r17 3rg3 3rg4 3rge 3rj7 3rld 3ryj 3ryv 3ryx 3ryy 3ryz 3rz0 3rz1 3rz5 3rz7 3rz8 3s71 3s72 3s73 3s74 3s75 3s76 3s77 3s78 3s8x 3s9t 3sap 3sax 3sbh 3sbi 3t5u 3t5z 3t82 3t83 3t84 3t85 3tmj 3tvn 3tvo 3u3a 3u45 3u47 3u7c 3v2j 3v2m 3v3f 3v3g 3v3h 3v3i 3v3j 3v5g 3v7x 3vbd 3zp9 4bcw 4bf1 4bf6 4ca2 4cac 4cq0 4dz7 4dz9 4e3d 4e3f 4e3g 4e3h 4e49 4e4a 4e5q 4fik 4fl7 4fpt 4frc 4fu5 4fvn 4fvo 4g0c 4gl1 4hba 4hew 4hey 4hez 4hf3 4ht0 4idr 4ilx 4ito 4itp 4iwz 4js6 4jsa 4jss 4jsw 4jsz 4k0s 4k0t 4k0z 4k13 4k1q 4kap 4kni 4knj 4kuv 4kuw 4kuy 4kv0 4l5u 4l5v 4l5w 4lhi 4lp6 4m2r 4m2u 4m2v 4m2w 4mdg 4mdl 4mdm 4mlt 4mlx 4mo8 4mty 4n0x 4n16 4pq7 4pxx 4pyx 4pyy 4pzh 4q06 4q07 4q08 4q09 4q49 4q6d 4q6e 4q78 4q7p 4q7s 4q7v 4q7w 4q81 4q83 4q87 4q8x 4q8y 4q8z 4q90 4q99 4q9y 4qef 4qiy 4qjm 4qk1 4qk2 4qk3 4qsa 4qsb 4qsi 4qtl 4qy3 4r59 4r5a 4r5b 4rfc 4rfd 4rh2 4riu 4riv 4rn4 4rux 4ruy 4ruz 4wl4 4ww6 4xe1 4y0j 4ygj 4ygk 4ygl 4ygn 4yvy 4ywp 4yx4 4yxi 4yxo 4yxu 4yyt 4z0q 4z1e 4z1j 4z1k 4z1n 4zao 4zwi 4zwx 4zwy 4zwz 4zx0 4zx1 5a6h 5amd 5amg 5aml 5bnl 5bru 5brv 5brw 5byi 5c8i 5ca2 5cac 5clu 5dog 5doh 5drs 5dsk 5dsl 5dsm 5dso 5dsp 5dsq 5dsr 5e28 5e2k 5e2r 5e2s 5eh5 5eh7 5eh8 5ehe 5ehv 5ehw 5eij 5ekh 5ekj 5ekm 5eoi 5fdc 5fdi 5flo 5flp 5flq 5flr 5fls 5flt 5fng 5fnh 5fni 5fnj 5fnk 5fnl 5fnm 5g01 5g03 5g0b 5g0c 5gmn 5j8z 5jdv 5je7 5jeg 5jeh 5jep 5jes 5jg3 5jg5 5jgs 5jgt 5jmz 5jn1 5jn3 5jn7 5jq0 5jqt 5l3o 5l6k 5l6t 5l70 5l9e 5ljq 5ljt 5ll4 5ll8 5llc 5lle 5llg 5llh 5lmd 5lvs 5m78 5mjn 5n0d 5n0e 5n1r 5n1s 5n24 5n25 5nea 5nee 5nxg 5nxi 5nxm 5nxo 5nxp 5nxv 5nxw 5ny1 5ny3 5ny6 5nya 5o07 5ogn 5ogo 5ogp 5sz0 5sz1 5sz2 5sz3 5sz4 5sz5 5sz6 5sz7 5t71 5t72 5t74 5t75 5tfx 5th4 5thi 5thj 5thn 5ti0 5txy 5ty1 5ty8 5ty9 5tya 5u0d 5u0e 5u0f 5u0g 5uln 5umc 5vgy 5w8b 5wex 5wg7 5wgp 5wlr 5wlt 5wlu 5wlv 5y2r 5y2s 5yui 5yuj 5yuk 5zxw 6b4d 6b59 6b5a 6bbs 6bc9 6bcc 6c7w 6c7x 6ca2 6ceh 6cjv 6d1l 6d1m 6e8p 6e8x 6e91 6e92 6ebe 6ecz 6eda 6eea 6eeh 6eeo 6equ 6fji 6fjj 6g3q 6g6t 6gcy 6gdc 6gm9 6got 6gxb 6gxe 6h29 6h2z 6h33 6h34 6h3q 6h6s 6hd2 6hqx 6hr3 6hx5 6hxd 6hzx 6i0w 6i1u 6i2f 6i3e 6ic2 6klz 6km0 6km1 6km2 6km3 6km4 6km5 6km6 6luu 6luv 6luw 6lux 6luy 6luz 6lv1 6lv2 6lv3 6lv4 6lv5 6lv6 6lv7 6lv8 6lv9 6lva 6mbv 6mby 6nlv 6nm0 6odz 6oe0 6oe1 6oti 6otk 6otm 6oto 6otp 6otq 6oub 6oud 6oue 6ouf 6ouh 6oui 6ouj 6ouk 6oum 6pdv 6pea 6pgx 6q3o 6q9t 6qeb 6ql1 6ql2 6ql3 6r6f 6r6j 6rfh 6rg3 6rg4 6rg5 6rh4 6rhj 6rhk 6rig 6rit 6rjj 6rkn 6rl9 6rm1 6rmp 6rmx 6rmy 6rnp 6rob 6roe 6rof 6rqi 6rrg 6rri 6rs5 6rsz 6rvf 6rvk 6rvl 6rw1 6rzx 6s03 6s9g 6s9z 6sac 6sas 6say 6sb7 6sbh 6sbl 6sbm 6sd7 6sdh 6sdi 6sdj 6sdl 6sds 6sey 6sfq 6sfu 6sg0 6sg6 6t7u 6t9z 6u4q 6u4t 6ufb 6ufc 6ufd 6ugn 6ugo 6ugp 6ugq 6ugr 6ugz 6uh0 6ux1 6vj3 6vkg 6wq4 6wq5 6wq7 6wq8 6wq9 6xxt 6yj3 6ykc 6ykh 6yma 6ymb 6yo2 6yo4 6yo7 6yoi 6yok 6yol 6yqt 6yqu 7ca2 8ca2 9ca2
858,Beta-2-microglobulin,5,1a1m 1a1n 1a1o 1a6z 1a9b 1a9e 1agb 1agc 1agd 1age 1agf 1akj 1ao7 1b0g 1b0r 1bd2 1c16 1ce6 1cg9 1de4 1duy 1duz 1e27 1e28 1eey 1eez 1efx 1exu 1gzp 1gzq 1hhg 1hhh 1hhi 1hhj 1hhk 1hla 1hsa 1hsb 1i1f 1i1y 1i4f 1i7r 1i7t 1i7u 1im3 1im9 1jf1 1jgd 1jge 1jht 1jnj 1k5n 1kpr 1ktl 1lds 1lp9 1m05 1m6o 1mhe 1mi5 1n2r 1of2 1oga 1ogt 1onq 1p7q 1py4 1q94 1qew 1qlf 1qqd 1qr1 1qrn 1qse 1qsf 1qvo 1r3h 1s8d 1s9w 1s9x 1s9y 1sys 1syv 1t1w 1t1x 1t1y 1t1z 1t20 1t21 1t22 1tmc 1tvb 1tvh 1uqs 1ur7 1uxs 1uxw 1vgk 1w0v 1w0w 1w72 1x7q 1xh3 1xr8 1xr9 1xz0 1ydp 1ypz 1zhk 1zhl 1zs8 1zsd 1zt4 1zvs 2a83 2ak4 2av1 2av7 2axf 2axg 2bck 2bnq 2bnr 2bsr 2bss 2bst 2bvo 2bvp 2bvq 2c7u 2cii 2cik 2clr 2d31 2d4d 2d4f 2dyp 2e8d 2esv 2f53 2f54 2f74 2f8o 2fyy 2fz3 2git 2gj6 2gt9 2gtw 2gtz 2guo 2h26 2h6p 2hjk 2hjl 2hla 2hn7 2j8u 2jcc 2nw3 2nx5 2p5e 2p5w 2po6 2pye 2rfx 2uwe 2v2w 2v2x 2vb5 2vlj 2vlk 2vll 2vlr 2x4n 2x4o 2x4p 2x4q 2x4r 2x4s 2x4t 2x4u 2x70 2x89 2xks 2xku 2xpg 2ypk 2ypl 2yxf 2z9t 3am8 3b3i 3b6s 3bgm 3bh8 3bh9 3bhb 3bo8 3bp4 3bp7 3bvn 3bw9 3bwa 3bxn 3bze 3bzf 3c9n 3cdg 3cii 3ciq 3czf 3d18 3d25 3d2u 3d39 3d3v 3dbx 3dhj 3dhm 3dtx 3dx6 3dx7 3dx8 3dxa 3ekc 3ffc 3fqn 3fqr 3fqt 3fqu 3fqw 3fqx 3ft2 3ft3 3ft4 3giv 3gjf 3gsn 3gso 3gsq 3gsr 3gsu 3gsv 3gsw 3gsx 3h7b 3h9h 3h9s 3hae 3hcv 3hg1 3hla 3hpj 3huj 3i6g 3i6k 3i6l 3ib4 3ixa 3jts 3kla 3kpl 3kpm 3kpn 3kpo 3kpp 3kpq 3kpr 3kps 3kww 3kxf 3kyn 3kyo 3l3d 3l3g 3l3i 3l3j 3l3k 3lkn 3lko 3lkp 3lkq 3lkr 3lks 3ln4 3ln5 3low 3loz 3lv3 3m17 3m1b 3mgo 3mgt 3mr9 3mrb 3mrc 3mrd 3mre 3mrf 3mrg 3mrh 3mri 3mrj 3mrk 3mrl 3mrm 3mrn 3mro 3mrp 3mrq 3mrr 3mv7 3mv8 3mv9 3myj 3myz 3mzt 3na4 3nfn 3o3a 3o3b 3o3d 3o3e 3o4l 3ov6 3ox8 3oxr 3oxs 3pwj 3pwl 3pwn 3pwp 3qda 3qdg 3qdj 3qdm 3qeq 3qfd 3qfj 3qzw 3rew 3rl1 3rl2 3rwj 3s6c 3sdx 3sjv 3skm 3sko 3spv 3t8x 3tid 3tie 3tlr 3tm6 3to2 3tzv 3u0p 3upr 3utq 3uts 3utt 3v5d 3v5h 3v5k 3vcl 3vfm 3vfn 3vfo 3vfp 3vfr 3vfs 3vft 3vfu 3vfv 3vfw 3vh8 3vri 3vrj 3vwj 3vwk 3vxm 3vxn 3vxo 3vxp 3vxr 3vxs 3vxu 3w0w 3w39 3wl9 3wlb 3wuw 3x11 3x12 3x13 3x14 4e0k 4e0l 4e5x 4en3 4eup 4f7m 4f7p 4f7t 4ftv 4fxl 4g8g 4g8i 4g9d 4g9f 4gkn 4gks 4gup 4hkj 4hwz 4hx1 4i48 4i4w 4jfd 4jfe 4jff 4jfo 4jfp 4jfq 4jqv 4jqx 4jrx 4jry 4k71 4k7f 4kdt 4l29 4l3c 4l3e 4l4t 4l4v 4lcw 4lcy 4lhu 4lnr 4m8v 4mj5 4mj6 4mji 4mnq 4n0f 4n0u 4n8v 4nnx 4nny 4no0 4no2 4no3 4no5 4nqc 4nqd 4nqe 4nqv 4nqx 4nt6 4o2c 4o2e 4o2f 4ono 4pj5 4pj7 4pj8 4pj9 4pja 4pjb 4pjc 4pjd 4pje 4pjf 4pjg 4pjh 4pji 4pjx 4pr5 4pra 4prb 4prd 4pre 4prh 4pri 4prn 4prp 4qok 4qrp 4qrq 4qrr 4qrs 4qrt 4qru 4r9h 4ra3 4rah 4rmq 4rmr 4rms 4rmt 4rmu 4rmv 4rmw 4u1h 4u1i 4u1j 4u1k 4u1l 4u1m 4u1n 4u1s 4u6x 4u6y 4uq2 4uq3 4wc8 4wdi 4wj5 4wo4 4wu5 4wu7 4wuu 4ww2 4wwk 4x0s 4x6c 4x6d 4x6e 4x6f 4xxc 4z76 4z77 4z78 5b38 5b39 5bjt 5brz 5bs0 5bxf 5c07 5c08 5c09 5c0a 5c0b 5c0c 5c0d 5c0e 5c0f 5c0g 5c0i 5c0j 5c9j 5cfh 5cka 5ckg 5cs7 5csb 5csg 5d2l 5d2n 5d5m 5d7i 5d7j 5d7l 5d9s 5ddh 5def 5deg 5e00 5e6i 5e9d 5enw 5eo0 5eo1 5eot 5eu3 5eu4 5eu5 5eu6 5euo 5f1i 5f7d 5f9j 5fa3 5fa4 5fdw 5gr7 5grd 5grg 5gsb 5gsd 5gsr 5gsv 5gsx 5hga 5hgb 5hgd 5hgh 5hhm 5hhn 5hho 5hhp 5hhq 5hyj 5ib1 5ib2 5ib3 5ib4 5ib5 5ieh 5iek 5im7 5inc 5ind 5iro 5isz 5iue 5j1a 5jhd 5jzi 5knm 5l2j 5l2k 5men 5meo 5mep 5meq 5mer 5n1y 5n6b 5nht 5nme 5nmf 5nmg 5nmh 5nmk 5nq1 5nq3 5nqk 5opi 5swq 5t6w 5t6x 5t6y 5t6z 5t70 5tez 5trz 5ts1 5txs 5u16 5u17 5u1r 5u2v 5u6q 5u72 5u98 5v5l 5v5m 5vgd 5vge 5vud 5vue 5vuf 5vvp 5vwd 5vwf 5vwh 5vwj 5vz5 5w1v 5w1w 5w67 5w69 5w6a 5wer 5whk 5wjl 5wjn 5wke 5wkf 5wkg 5wkh 5wki 5wl1 5wmn 5wmo 5wmp 5wmq 5wmr 5wsh 5wwi 5wwj 5wwu 5wxc 5wxd 5xos 5xot 5xov 5yxn 5yxu 6aee 6am5 6amt 6amu 6apn 6at5 6at9 6avf 6avg 6bj2 6bj3 6bj8 6bxp 6bxq 6c09 6c15 6c97 6c98 6c99 6cug 6d29 6d2b 6d2r 6d2t 6d64 6d78 6dkp 6ei2 6eny 6eqa 6eqb 6ewa 6ewc 6ewo 6fgb 6g3j 6g3k 6ggm 6gh1 6gh4 6ghn 6gk3 6gl1 6id4 6iex 6ilm 6j1v 6j1w 6j29 6j2a 6j2e 6j2g 6j2h 6j2i 6j2j 6joz 6jp3 6jtn 6jto 6jtp 6k60 6k7t 6m24 6m2j 6m2k 6mpp 6mt3 6mt4 6mt5 6mt6 6mtl 6mtm 6mwr 6nca 6nha 6npr 6nux 6o4y 6o4z 6o51 6o53 6o9b 6o9c 6opd 6p23 6p27 6p2c 6p2f 6p2s 6p64 6pbh 6ptb 6pte 6puc 6pud 6pue 6puf 6pug 6puh 6pui 6puj 6puk 6pul 6pum 6pvc 6pvd 6pyj 6pyl 6pyv 6pyw 6pz5 6q3k 6q3s 6qio 6qip 6r2l 6rp9 6rpa 6rpb 6rsy 6ss7 6ss8 6ss9 6ssa 6tdo 6tdp 6tdq 6tdr 6tds 6trn 6tro 6ujo 6ujq 6uk2 6uk4 6uli 6ulk 6uln 6ulr 6uon 6v2o 6v2p 6v2q 6v3j 6vmx 6vqo 6vr1 6vr5 6vrm 6vrn 6w9u 6w9v 6xqp 7c9v
418,Beta-secretase 1,1,1fkn 1m4h 1py1 1sgz 1tqf 1ujj 1ujk 1w50 1w51 1xn2 1xn3 1xs7 1ym2 1ym4 2b8l 2b8v 2f3e 2f3f 2fdp 2g94 2hiz 2hm1 2iqg 2irz 2is0 2ntr 2oah 2of0 2ohk 2ohl 2ohm 2ohn 2ohp 2ohq 2ohr 2ohs 2oht 2ohu 2p4j 2p83 2p8h 2ph6 2ph8 2q11 2q15 2qk5 2qmd 2qmf 2qmg 2qp8 2qu2 2qu3 2qzk 2qzl 2va5 2va6 2va7 2vie 2vij 2viy 2viz 2vj6 2vj7 2vj9 2vkm 2vnm 2vnn 2wez 2wf0 2wf1 2wf2 2wf3 2wf4 2wjo 2xfi 2xfj 2xfk 2zdz 2ze1 2zhr 2zhs 2zht 2zhu 2zhv 2zjh 2zji 2zjj 2zjk 2zjl 2zjm 2zjn 3bra 3buf 3bug 3buh 3cib 3cic 3cid 3ckp 3ckr 3dm6 3duy 3dv1 3dv5 3exo 3fkt 3h0b 3hvg 3hw1 3i25 3igb 3in3 3in4 3ind 3ine 3inf 3inh 3ivh 3ivi 3ixj 3ixk 3k5c 3k5d 3k5f 3k5g 3kmx 3kmy 3kn0 3kyr 3l38 3l3a 3l58 3l59 3l5b 3l5c 3l5d 3l5e 3l5f 3lhg 3lnk 3lpi 3lpj 3lpk 3msj 3msk 3msl 3n4l 3nsh 3ohf 3ohh 3ooz 3pi5 3qbh 3qi1 3r1g 3r2f 3rsv 3rsx 3rth 3rtm 3rtn 3ru1 3rvi 3s2o 3s7l 3s7m 3skf 3skg 3tpj 3tpl 3tpp 3tpr 3u6a 3udh 3udj 3udk 3udm 3udn 3udp 3udq 3udr 3udy 3ufl 3uqp 3uqr 3uqu 3uqw 3uqx 3veu 3vf3 3vg1 3vv6 3vv7 3vv8 3wb4 3wb5 3zmg 3zov 4acu 4acx 4azy 4b00 4b05 4b0q 4b1c 4b1d 4b1e 4b70 4b72 4b77 4b78 4bek 4bfd 4d83 4d85 4d88 4d89 4d8c 4dh6 4di2 4dju 4djv 4djw 4djx 4djy 4dpf 4dpi 4dus 4dv9 4dvf 4ewo 4exg 4fco 4fgx 4fm7 4fm8 4fri 4frj 4frk 4frs 4fs4 4fse 4fsl 4gid 4gmi 4h1e 4h3f 4h3g 4h3i 4h3j 4ha5 4hzt 4i0d 4i0e 4i0f 4i0g 4i0h 4i0i 4i0j 4i0z 4i10 4i11 4i12 4i1c 4ivs 4ivt 4j0p 4j0t 4j0v 4j0y 4j0z 4j17 4j1c 4j1e 4j1f 4j1h 4j1i 4j1k 4joo 4jp9 4jpc 4jpe 4k8s 4k9h 4ke0 4ke1 4l7g 4l7h 4l7j 4lc7 4lxa 4lxk 4lxm 4n00 4pzw 4pzx 4r5n 4r8y 4r91 4r92 4r93 4r95 4rcd 4rce 4rcf 4rrn 4rro 4rrs 4trw 4try 4trz 4wtu 4wy1 4wy6 4x2l 4x7i 4xkx 4xxs 4ybi 4zpe 4zpf 4zpg 4zsm 4zsp 4zsq 4zsr 5clm 5dqc 5enk 5enm 5ezx 5ezz 5f00 5f01 5hd0 5hdu 5hdv 5hdx 5hdz 5he4 5he5 5he7 5htz 5hu0 5hu1 5i3v 5i3w 5i3x 5i3y 5ie1 5kqf 5kr8 5mbw 5mco 5mcq 5mxd 5qco 5qcp 5qcq 5qcr 5qcs 5qct 5qcu 5qcv 5qcw 5qcx 5qcy 5qcz 5qd0 5qd1 5qd2 5qd3 5qd4 5qd5 5qd6 5qd7 5qd8 5qd9 5qda 5qdb 5qdc 5qdd 5t1u 5t1w 5tol 5uyu 5v0n 5ygx 5ygy 6bfd 6bfe 6bfw 6bfx 6c2i 6dhc 6dmi 6e3z 6ej2 6ej3 6eqm 6fgy 6jse 6jsf 6jsg 6jsn 6jt3 6jt4 6nv7 6nv9 6nw3 6od6 6pz4 6uvp 6uvv 6uvy 6uwp 6uwv 6wny
417,Cyclin-dependent kinase 2,0,1aq1 1b38 1b39 1buh 1ckp 1di8 1dm2 1e1v 1e1x 1e9h 1f5q 1fin 1fq1 1fvt 1fvv 1g5s 1gih 1gii 1gij 1gy3 1gz8 1h00 1h01 1h07 1h08 1h0v 1h0w 1h1p 1h1q 1h1r 1h1s 1h24 1h25 1h26 1h27 1h28 1hck 1hcl 1jst 1jsu 1jsv 1jvp 1ke5 1ke6 1ke7 1ke8 1ke9 1ogu 1oi9 1oiq 1oir 1oit 1oiu 1oiy 1okv 1okw 1ol1 1ol2 1p2a 1p5e 1pf8 1pkd 1pw2 1pxi 1pxj 1pxk 1pxl 1pxm 1pxn 1pxo 1pxp 1pye 1qmz 1r78 1urc 1urw 1v1k 1vyw 1vyz 1w0x 1w8c 1w98 1wcc 1y8y 1y91 1ykr 2a0c 2a4l 2b52 2b53 2b54 2b55 2bhe 2bhh 2bkz 2bpm 2btr 2bts 2c4g 2c5n 2c5o 2c5v 2c5x 2c5y 2c68 2c69 2c6i 2c6k 2c6l 2c6m 2c6o 2c6t 2cch 2cci 2cjm 2clx 2ds1 2duv 2exm 2fvd 2g9x 2hic 2i40 2iw6 2iw8 2iw9 2j9m 2jgz 2r3f 2r3g 2r3h 2r3i 2r3j 2r3k 2r3l 2r3m 2r3n 2r3o 2r3p 2r3q 2r3r 2r64 2uue 2uzb 2uzd 2uze 2uzl 2uzn 2uzo 2v0d 2v22 2vta 2vth 2vti 2vtj 2vtl 2vtm 2vtn 2vto 2vtp 2vtq 2vtr 2vts 2vtt 2vu3 2vv9 2w05 2w06 2w17 2w1h 2wev 2wfy 2whb 2wih 2wip 2wma 2wmb 2wpa 2wxv 2x1n 2xmy 2xnb 3bht 3bhu 3bhv 3ddp 3ddq 3dog 3eid 3ej1 3eoc 3ezr 3ezv 3f5x 3fz1 3ig7 3igg 3le6 3lfn 3lfq 3lfs 3my5 3ns9 3pj8 3pxf 3pxq 3pxr 3pxy 3pxz 3py0 3py1 3qhr 3qhw 3ql8 3qqf 3qqg 3qqh 3qqj 3qqk 3qql 3qrt 3qru 3qtq 3qtr 3qts 3qtu 3qtw 3qtx 3qtz 3qu0 3qwj 3qwk 3qx2 3qx4 3qxo 3qxp 3qzf 3qzg 3qzh 3qzi 3r1q 3r1s 3r1y 3r28 3r6x 3r71 3r73 3r7e 3r7i 3r7u 3r7v 3r7y 3r83 3r8l 3r8m 3r8p 3r8u 3r8v 3r8z 3r9d 3r9h 3r9n 3r9o 3rah 3rai 3rak 3ral 3rjc 3rk5 3rk7 3rk9 3rkb 3rm6 3rm7 3rmf 3rni 3roy 3rpo 3rpr 3rpv 3rpy 3rzb 3s00 3s0o 3s1h 3s2p 3sqq 3sw4 3sw7 3ti1 3tiy 3tiz 3tnw 3uli 3unj 3unk 3wbl 4acm 4bck 4bcm 4bcn 4bco 4bcp 4bcq 4bgh 4bzd 4cfm 4cfn 4cfu 4cfv 4cfw 4cfx 4d1x 4d1z 4ek3 4ek4 4ek5 4ek6 4ek8 4eoi 4eoj 4eok 4eol 4eom 4eon 4eoo 4eop 4eoq 4eor 4eos 4erw 4ez3 4ez7 4fkg 4fki 4fkj 4fkl 4fko 4fkp 4fkq 4fkr 4fks 4fkt 4fku 4fkv 4fkw 4fx3 4gcj 4i3z 4ii5 4kd1 4lyn 4nj3 4rj3 5a14 5and 5ane 5ang 5ani 5anj 5ank 5ano 5cyi 5d1j 5fp5 5fp6 5iev 5iex 5iey 5if1 5jq5 5jq8 5k4j 5l2w 5lmk 5mhq 5nev 5oo0 5oo1 5oo3 5osj 5osm 5uq1 5uq2 5uq3 6ath 6gub 6guc 6gue 6guf 6guh 6guk 6gva 6inl 6jgm 6oqi 6p3w 6q3b 6q3c 6q3f 6q48 6q49 6q4a 6q4b 6q4c 6q4d 6q4e 6q4f 6q4g 6q4h 6q4i 6q4j 6q4k 6rij 6yl1 6yl6 6ylk
